name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"void CollectionsBinding.<clinit>()","com.liangfeizc.databinding.databinding.CollectionsBinding.<clinit>():void",1,0,  ,14,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,10,261,N,"class java.lang.Object *void CollectionsBinding.<clinit>()(class java.lang.String *field)",6,0.83,0.00,0,0,10 11 12,1
"CollectionsBinding.<init>(DataBindingComponent,View)","com.liangfeizc.databinding.databinding.CollectionsBinding.<init>(android.databinding.DataBindingComp6088",0,1,  ,161,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,30,261,N,"void CollectionsBinding.<init>(DataBindingComponent,View)(class com.liangfeizc.databinding.databinding.CollectionsBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *root)",25,0.00,1.04,4,6,,1
"CollectionsBinding CollectionsBinding.bind(View)","com.liangfeizc.databinding.databinding.CollectionsBinding.bind(android.view.View):com.liangfeizc.dat81AB",1,0,  ,46,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,244,261,N,"class com.liangfeizc.databinding.databinding.CollectionsBinding *CollectionsBinding CollectionsBinding.bind(View)(class android.view.View *view)",6,0.83,1.23,0,16,244,1
"CollectionsBinding CollectionsBinding.bind(View,DataBindingComponent)","com.liangfeizc.databinding.databinding.CollectionsBinding.bind(android.view.View,android.databinding4C0A",2,0,  ,151,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,246,261,N,"class com.liangfeizc.databinding.databinding.CollectionsBinding *CollectionsBinding CollectionsBinding.bind(View,DataBindingComponent)(class android.view.View *view, class android.databinding.DataBindingComponent *bindingComponent)",16,0.44,1.26,3,14,246 247 250,2
"void CollectionsBinding.executeBindings()","com.liangfeizc.databinding.databinding.CollectionsBinding.executeBindings():void",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,149,261,N,"void void CollectionsBinding.executeBindings()(class com.liangfeizc.databinding.databinding.CollectionsBinding *this)",69,0.00,0.70,0,4,,30
"int CollectionsBinding.getIndex()","com.liangfeizc.databinding.databinding.CollectionsBinding.getIndex():int",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,137,261,N,"int int CollectionsBinding.getIndex()(class com.liangfeizc.databinding.databinding.CollectionsBinding *this)",4,0.75,0.00,0,0,137 138,1
"String CollectionsBinding.getKey()","com.liangfeizc.databinding.databinding.CollectionsBinding.getKey():java.lang.String",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,107,261,N,"class java.lang.String *String CollectionsBinding.getKey()(class com.liangfeizc.databinding.databinding.CollectionsBinding *this)",4,0.75,0.00,0,0,107 108,1
"List CollectionsBinding.getList()","com.liangfeizc.databinding.databinding.CollectionsBinding.getList():java.util.List",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,127,261,N,"class java.util.List *List CollectionsBinding.getList()(class com.liangfeizc.databinding.databinding.CollectionsBinding *this)",4,0.75,0.00,0,0,127 128,1
"Map CollectionsBinding.getMap()","com.liangfeizc.databinding.databinding.CollectionsBinding.getMap():java.util.Map",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,117,261,N,"class java.util.Map *Map CollectionsBinding.getMap()(class com.liangfeizc.databinding.databinding.CollectionsBinding *this)",4,0.75,0.00,0,0,117 118,1
"SparseArray CollectionsBinding.getSparse()","com.liangfeizc.databinding.databinding.CollectionsBinding.getSparse():android.util.SparseArray",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,97,261,N,"class android.util.SparseArray *SparseArray CollectionsBinding.getSparse()(class com.liangfeizc.databinding.databinding.CollectionsBinding *this)",4,0.75,0.00,0,0,97 98,1
"boolean CollectionsBinding.hasPendingBindings()","com.liangfeizc.databinding.databinding.CollectionsBinding.hasPendingBindings():boolean",2,0,  ,66,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,60,261,N,"_Bool boolean CollectionsBinding.hasPendingBindings()(class com.liangfeizc.databinding.databinding.CollectionsBinding *this)",19,0.37,0.00,0,0,60 61 62 63 66,2
"CollectionsBinding CollectionsBinding.inflate(LayoutInflater)","com.liangfeizc.databinding.databinding.CollectionsBinding.inflate(android.view.LayoutInflater):com.lE873",0,0,  ,31,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,238,261,N,"class com.liangfeizc.databinding.databinding.CollectionsBinding *CollectionsBinding CollectionsBinding.inflate(LayoutInflater)(class android.view.LayoutInflater *inflater)",6,0.00,1.28,0,18,,1
"CollectionsBinding CollectionsBinding.inflate(LayoutInflater,ViewGroup,boolean)","com.liangfeizc.databinding.databinding.CollectionsBinding.inflate(android.view.LayoutInflater,androi3C6B",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,232,261,N,"class com.liangfeizc.databinding.databinding.CollectionsBinding *CollectionsBinding CollectionsBinding.inflate(LayoutInflater,ViewGroup,boolean)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot)",6,0.83,0.60,0,3,232,1
"CollectionsBinding CollectionsBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)","com.liangfeizc.databinding.databinding.CollectionsBinding.inflate(android.view.LayoutInflater,androi8A65",1,0,  ,42,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,235,261,N,"class com.liangfeizc.databinding.databinding.CollectionsBinding *CollectionsBinding CollectionsBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot, class android.databinding.DataBindingComponent *bindingComponent)",5,0.80,0.48,1,1,235,1
"CollectionsBinding CollectionsBinding.inflate(LayoutInflater,DataBindingComponent)","com.liangfeizc.databinding.databinding.CollectionsBinding.inflate(android.view.LayoutInflater,androiA6DC",1,0,  ,52,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,241,261,N,"class com.liangfeizc.databinding.databinding.CollectionsBinding *CollectionsBinding CollectionsBinding.inflate(LayoutInflater,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.databinding.DataBindingComponent *bindingComponent)",6,0.83,1.26,1,16,241,1
"void CollectionsBinding.invalidateAll()","com.liangfeizc.databinding.databinding.CollectionsBinding.invalidateAll():void",1,0,  ,38,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,52,261,N,"void void CollectionsBinding.invalidateAll()(class com.liangfeizc.databinding.databinding.CollectionsBinding *this)",15,0.40,0.85,5,1,52 53 54 56 57,1
"boolean CollectionsBinding.onFieldChange(int,Object,int)","com.liangfeizc.databinding.databinding.CollectionsBinding.onFieldChange(int,java.lang.Object,int):bo389D",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,142,261,N,"_Bool boolean CollectionsBinding.onFieldChange(int,Object,int)(class com.liangfeizc.databinding.databinding.CollectionsBinding *this, int localFieldId, class java.lang.Object *object, int fieldId)",4,0.75,0.00,0,0,142 145,1
"void CollectionsBinding.setIndex(int)","com.liangfeizc.databinding.databinding.CollectionsBinding.setIndex(int):void",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,130,261,N,"void void CollectionsBinding.setIndex(int)(class com.liangfeizc.databinding.databinding.CollectionsBinding *this, int index)",16,0.44,0.48,1,1,130 131 132 133 135 136,1
"void CollectionsBinding.setKey(String)","com.liangfeizc.databinding.databinding.CollectionsBinding.setKey(java.lang.String):void",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,100,261,N,"void void CollectionsBinding.setKey(String)(class com.liangfeizc.databinding.databinding.CollectionsBinding *this, class java.lang.String *key)",16,0.44,0.48,1,1,100 101 102 103 105 106,1
"void CollectionsBinding.setList(List)","com.liangfeizc.databinding.databinding.CollectionsBinding.setList(java.util.List):void",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,120,261,N,"void void CollectionsBinding.setList(List)(class com.liangfeizc.databinding.databinding.CollectionsBinding *this, class java.util.List *list)",16,0.44,0.48,1,1,120 121 122 123 125 126,1
"void CollectionsBinding.setMap(Map)","com.liangfeizc.databinding.databinding.CollectionsBinding.setMap(java.util.Map):void",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,110,261,N,"void void CollectionsBinding.setMap(Map)(class com.liangfeizc.databinding.databinding.CollectionsBinding *this, class java.util.Map *map)",16,0.44,0.48,1,1,110 111 112 113 115 116,1
"void CollectionsBinding.setSparse(SparseArray)","com.liangfeizc.databinding.databinding.CollectionsBinding.setSparse(android.util.SparseArray):void",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,90,261,N,"void void CollectionsBinding.setSparse(SparseArray)(class com.liangfeizc.databinding.databinding.CollectionsBinding *this, class android.util.SparseArray *sparse)",16,0.44,0.48,1,1,90 91 92 93 95 96,1
"boolean CollectionsBinding.setVariable(int,Object)","com.liangfeizc.databinding.databinding.CollectionsBinding.setVariable(int,java.lang.Object):boolean",5,0,TO,541,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/CollectionsBinding.java,69,261,N,"_Bool boolean CollectionsBinding.setVariable(int,Object)(class com.liangfeizc.databinding.databinding.CollectionsBinding *this, int variableId, class java.lang.Object *variable)",37,0.76,0.90,0,7,69 70 72 73 75 76 78 79 81 82 84 85 87,12
"void ContactBinding.<clinit>()","com.liangfeizc.databinding.databinding.ContactBinding.<clinit>():void",1,0,  ,14,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,10,132,N,"class java.lang.Object *void ContactBinding.<clinit>()(class java.lang.String *field)",6,0.83,0.00,0,0,10 11 12,1
"ContactBinding.<init>(DataBindingComponent,View)","com.liangfeizc.databinding.databinding.ContactBinding.<init>(android.databinding.DataBindingComponen7594",0,0,  ,101,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,21,132,N,"void ContactBinding.<init>(DataBindingComponent,View)(class com.liangfeizc.databinding.databinding.ContactBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *root)",15,0.00,1.04,4,6,,1
"ContactBinding ContactBinding.bind(View)","com.liangfeizc.databinding.databinding.ContactBinding.bind(android.view.View):com.liangfeizc.databin6040",1,0,  ,46,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,119,132,N,"class com.liangfeizc.databinding.databinding.ContactBinding *ContactBinding ContactBinding.bind(View)(class android.view.View *view)",6,0.83,1.23,0,16,119,1
"ContactBinding ContactBinding.bind(View,DataBindingComponent)","com.liangfeizc.databinding.databinding.ContactBinding.bind(android.view.View,android.databinding.Dat5343",2,0,  ,151,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,121,132,N,"class com.liangfeizc.databinding.databinding.ContactBinding *ContactBinding ContactBinding.bind(View,DataBindingComponent)(class android.view.View *view, class android.databinding.DataBindingComponent *bindingComponent)",16,0.44,1.26,3,14,121 122 125,2
"void ContactBinding.executeBindings()","com.liangfeizc.databinding.databinding.ContactBinding.executeBindings():void",1,0,TO,481,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,78,132,N,"void void ContactBinding.executeBindings()(class com.liangfeizc.databinding.databinding.ContactBinding *this)",26,0.62,0.48,0,2,78 79 80 81 82 84 85 87 91 93 97 99 101,6
"Contact ContactBinding.getContact()","com.liangfeizc.databinding.databinding.ContactBinding.getContact():com.liangfeizc.databinding.model.BC28",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,66,132,N,"class com.liangfeizc.databinding.model.Contact *Contact ContactBinding.getContact()(class com.liangfeizc.databinding.databinding.ContactBinding *this)",4,0.75,0.00,0,0,66 67,1
"boolean ContactBinding.hasPendingBindings()","com.liangfeizc.databinding.databinding.ContactBinding.hasPendingBindings():boolean",2,0,  ,66,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,41,132,N,"_Bool boolean ContactBinding.hasPendingBindings()(class com.liangfeizc.databinding.databinding.ContactBinding *this)",19,0.37,0.00,0,0,41 42 43 44 47,2
"ContactBinding ContactBinding.inflate(LayoutInflater)","com.liangfeizc.databinding.databinding.ContactBinding.inflate(android.view.LayoutInflater):com.liang4AEB",0,0,  ,31,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,113,132,N,"class com.liangfeizc.databinding.databinding.ContactBinding *ContactBinding ContactBinding.inflate(LayoutInflater)(class android.view.LayoutInflater *inflater)",6,0.00,1.28,0,18,,1
"ContactBinding ContactBinding.inflate(LayoutInflater,DataBindingComponent)","com.liangfeizc.databinding.databinding.ContactBinding.inflate(android.view.LayoutInflater,android.daAF4C",1,0,  ,52,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,116,132,N,"class com.liangfeizc.databinding.databinding.ContactBinding *ContactBinding ContactBinding.inflate(LayoutInflater,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.databinding.DataBindingComponent *bindingComponent)",6,0.83,1.26,1,16,116,1
"ContactBinding ContactBinding.inflate(LayoutInflater,ViewGroup,boolean)","com.liangfeizc.databinding.databinding.ContactBinding.inflate(android.view.LayoutInflater,android.vi38E1",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,107,132,N,"class com.liangfeizc.databinding.databinding.ContactBinding *ContactBinding ContactBinding.inflate(LayoutInflater,ViewGroup,boolean)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot)",6,0.83,0.60,0,3,107,1
"ContactBinding ContactBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)","com.liangfeizc.databinding.databinding.ContactBinding.inflate(android.view.LayoutInflater,android.vi8E7F",1,0,  ,42,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,110,132,N,"class com.liangfeizc.databinding.databinding.ContactBinding *ContactBinding ContactBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot, class android.databinding.DataBindingComponent *bindingComponent)",5,0.80,0.48,1,1,110,1
"void ContactBinding.invalidateAll()","com.liangfeizc.databinding.databinding.ContactBinding.invalidateAll():void",1,0,  ,38,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,33,132,N,"void void ContactBinding.invalidateAll()(class com.liangfeizc.databinding.databinding.ContactBinding *this)",15,0.40,0.85,5,1,33 34 35 37 38,1
"boolean ContactBinding.onFieldChange(int,Object,int)","com.liangfeizc.databinding.databinding.ContactBinding.onFieldChange(int,java.lang.Object,int):boolea5298",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,71,132,N,"_Bool boolean ContactBinding.onFieldChange(int,Object,int)(class com.liangfeizc.databinding.databinding.ContactBinding *this, int localFieldId, class java.lang.Object *object, int fieldId)",4,0.75,0.00,0,0,71 74,1
"void ContactBinding.setContact(Contact)","com.liangfeizc.databinding.databinding.ContactBinding.setContact(com.liangfeizc.databinding.model.CoE16B",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,59,132,N,"void void ContactBinding.setContact(Contact)(class com.liangfeizc.databinding.databinding.ContactBinding *this, class com.liangfeizc.databinding.model.Contact *contact)",16,0.44,0.48,1,1,59 60 61 62 64 65,1
"boolean ContactBinding.setVariable(int,Object)","com.liangfeizc.databinding.databinding.ContactBinding.setVariable(int,java.lang.Object):boolean",2,0,  ,61,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ContactBinding.java,50,132,N,"_Bool boolean ContactBinding.setVariable(int,Object)(class com.liangfeizc.databinding.databinding.ContactBinding *this, int variableId, class java.lang.Object *variable)",8,0.88,0.48,0,2,50 51 53 54 56,2
"void NameCardBinding.<clinit>()","com.liangfeizc.databinding.databinding.NameCardBinding.<clinit>():void",1,0,  ,14,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,10,138,N,"class java.lang.Object *void NameCardBinding.<clinit>()(class java.lang.String *field)",6,0.83,0.00,0,0,10 11 12,1
"NameCardBinding.<init>(DataBindingComponent,android.view.View[])","com.liangfeizc.databinding.databinding.NameCardBinding.<init>(android.databinding.DataBindingComponeE540",0,0,  ,117,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,23,138,N,"void NameCardBinding.<init>(DataBindingComponent,android.view.View[])(class com.liangfeizc.databinding.databinding.NameCardBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *(*root)[_t$0])",17,0.00,0.85,0,6,,1
"void NameCardBinding.executeBindings()","com.liangfeizc.databinding.databinding.NameCardBinding.executeBindings():void",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,95,138,N,"void void NameCardBinding.executeBindings()(class com.liangfeizc.databinding.databinding.NameCardBinding *this)",28,0.00,0.30,0,1,,8
"String NameCardBinding.getFirstName()","com.liangfeizc.databinding.databinding.NameCardBinding.getFirstName():java.lang.String",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,83,138,N,"class java.lang.String *String NameCardBinding.getFirstName()(class com.liangfeizc.databinding.databinding.NameCardBinding *this)",4,0.75,0.00,0,0,83 84,1
"String NameCardBinding.getLastName()","com.liangfeizc.databinding.databinding.NameCardBinding.getLastName():java.lang.String",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,73,138,N,"class java.lang.String *String NameCardBinding.getLastName()(class com.liangfeizc.databinding.databinding.NameCardBinding *this)",4,0.75,0.00,0,0,73 74,1
"boolean NameCardBinding.hasPendingBindings()","com.liangfeizc.databinding.databinding.NameCardBinding.hasPendingBindings():boolean",2,0,  ,66,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,45,138,N,"_Bool boolean NameCardBinding.hasPendingBindings()(class com.liangfeizc.databinding.databinding.NameCardBinding *this)",19,0.37,0.00,0,0,45 46 47 48 51,2
"NameCardBinding NameCardBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)","com.liangfeizc.databinding.databinding.NameCardBinding.inflate(android.view.LayoutInflater,android.vBEE9",1,0,  ,42,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,130,138,N,"class com.liangfeizc.databinding.databinding.NameCardBinding *NameCardBinding NameCardBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot, class android.databinding.DataBindingComponent *bindingComponent)",5,0.80,0.48,1,1,130,1
"NameCardBinding NameCardBinding.inflate(LayoutInflater,ViewGroup,boolean)","com.liangfeizc.databinding.databinding.NameCardBinding.inflate(android.view.LayoutInflater,android.vDD23",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,127,138,N,"class com.liangfeizc.databinding.databinding.NameCardBinding *NameCardBinding NameCardBinding.inflate(LayoutInflater,ViewGroup,boolean)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot)",6,0.83,0.60,0,3,127,1
"void NameCardBinding.invalidateAll()","com.liangfeizc.databinding.databinding.NameCardBinding.invalidateAll():void",1,0,  ,38,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,37,138,N,"void void NameCardBinding.invalidateAll()(class com.liangfeizc.databinding.databinding.NameCardBinding *this)",15,0.40,0.48,1,1,37 38 39 41 42,1
"boolean NameCardBinding.onFieldChange(int,Object,int)","com.liangfeizc.databinding.databinding.NameCardBinding.onFieldChange(int,java.lang.Object,int):booleF402",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,88,138,N,"_Bool boolean NameCardBinding.onFieldChange(int,Object,int)(class com.liangfeizc.databinding.databinding.NameCardBinding *this, int localFieldId, class java.lang.Object *object, int fieldId)",4,0.75,0.00,0,0,88 91,1
"void NameCardBinding.setFirstName(String)","com.liangfeizc.databinding.databinding.NameCardBinding.setFirstName(java.lang.String):void",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,76,138,N,"void void NameCardBinding.setFirstName(String)(class com.liangfeizc.databinding.databinding.NameCardBinding *this, class java.lang.String *firstName)",16,0.44,0.48,1,1,76 77 78 79 81 82,1
"void NameCardBinding.setLastName(String)","com.liangfeizc.databinding.databinding.NameCardBinding.setLastName(java.lang.String):void",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,66,138,N,"void void NameCardBinding.setLastName(String)(class com.liangfeizc.databinding.databinding.NameCardBinding *this, class java.lang.String *lastName)",16,0.44,0.48,1,1,66 67 68 69 71 72,1
"boolean NameCardBinding.setVariable(int,Object)","com.liangfeizc.databinding.databinding.NameCardBinding.setVariable(int,java.lang.Object):boolean",3,0,  ,111,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/NameCardBinding.java,54,138,N,"_Bool boolean NameCardBinding.setVariable(int,Object)(class com.liangfeizc.databinding.databinding.NameCardBinding *this, int variableId, class java.lang.Object *variable)",12,0.92,0.60,0,3,54 55 57 58 60 61 63,3
"void ResourceBinding.<clinit>()","com.liangfeizc.databinding.databinding.ResourceBinding.<clinit>():void",1,0,  ,14,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ResourceBinding.java,10,251,N,"class java.lang.Object *void ResourceBinding.<clinit>()(class java.lang.String *field)",6,0.83,0.00,0,0,10 11 12,1
"ResourceBinding.<init>(DataBindingComponent,View)","com.liangfeizc.databinding.databinding.ResourceBinding.<init>(android.databinding.DataBindingCompone2100",0,0,  ,137,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ResourceBinding.java,28,251,N,"void ResourceBinding.<init>(DataBindingComponent,View)(class com.liangfeizc.databinding.databinding.ResourceBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *root)",21,0.00,1.04,4,6,,1
"ResourceBinding ResourceBinding.bind(View)","com.liangfeizc.databinding.databinding.ResourceBinding.bind(android.view.View):com.liangfeizc.databi0427",1,0,  ,46,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ResourceBinding.java,232,251,N,"class com.liangfeizc.databinding.databinding.ResourceBinding *ResourceBinding ResourceBinding.bind(View)(class android.view.View *view)",6,0.83,1.23,0,16,232,1
"ResourceBinding ResourceBinding.bind(View,DataBindingComponent)","com.liangfeizc.databinding.databinding.ResourceBinding.bind(android.view.View,android.databinding.Da069E",2,0,  ,151,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ResourceBinding.java,234,251,N,"class com.liangfeizc.databinding.databinding.ResourceBinding *ResourceBinding ResourceBinding.bind(View,DataBindingComponent)(class android.view.View *view, class android.databinding.DataBindingComponent *bindingComponent)",16,0.44,1.26,3,14,234 235 238,2
"void ResourceBinding.executeBindings()","com.liangfeizc.databinding.databinding.ResourceBinding.executeBindings():void",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ResourceBinding.java,143,251,N,"void void ResourceBinding.executeBindings()(class com.liangfeizc.databinding.databinding.ResourceBinding *this)",84,0.00,1.00,0,9,,21
"int ResourceBinding.getBananaCount()","com.liangfeizc.databinding.databinding.ResourceBinding.getBananaCount():int",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ResourceBinding.java,121,251,N,"int int ResourceBinding.getBananaCount()(class com.liangfeizc.databinding.databinding.ResourceBinding *this)",4,0.75,0.00,0,0,121 122,1
